invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I881147,C350508,Male,35,Shoes,1,50.02,Debit Card,04/02/2021,Kanyon
I908017,C935010,Female,63,Clothing,5,63.83,Cash,24/12/2022,Viaport Outlet
I929834,C659055,Female,27,Cosmetics,1,30.86,Cash,19/03/2021,Kanyon
I803986,C832533,Female,25,Cosmetics,2,54.83,Credit Card,20/02/2022,Zorlu Center
I975585,C306496,Male,25,Toys,2,45.79,Credit Card,03/06/2022,Zorlu Center
I702389,C715620,Female,36,Clothing,3,31.12,Cash,22/07/2022,Torium
I716339,C223734,Male,25,Toys,1,80.83,Cash,30/01/2023,Metropol AVM
I968204,C460102,Female,44,Shoes,4,161.89,Credit Card,16/10/2022,Kanyon
I922172,C787778,Female,55,Souvenir,3,44.74,Cash,26/08/2022,Metrocity
I408057,C774062,Female,57,Clothing,4,121.64,Debit Card,26/02/2022,Mall of Istanbul
I841310,C896964,Female,55,Books,1,60.03,Cash,31/03/2022,Istinye Park
I303304,C498607,Female,18,Clothing,2,51.98,Cash,18/02/2022,Torium
I836122,C757199,Male,30,Toys,3,77.65,Cash,09/02/2021,Kanyon
I300395,C970020,Male,64,Souvenir,3,23.0,Cash,30/05/2022,Torium
I329231,C299911,Male,27,Food & Beverage,1,31.01,Cash,04/09/2021,Torium
I334844,C759578,Female,60,Clothing,1,44.24,Credit Card,29/11/2021,Metrocity
I900594,C555820,Female,63,Shoes,1,43.25,Cash,11/12/2022,Emaar Square Mall
I403841,C189046,Male,19,Clothing,4,122.75,Credit Card,14/04/2021,Mall of Istanbul
I458682,C133859,Female,38,Food & Beverage,2,73.71,Debit Card,14/02/2022,Metrocity
I903556,C424210,Female,39,Clothing,5,38.0,Credit Card,16/08/2021,Emaar Square Mall
I687678,C508023,Male,61,Books,1,28.81,Credit Card,12/04/2022,Zorlu Center
I683515,C933582,Female,64,Clothing,3,82.56,Cash,08/04/2021,Mall of Istanbul
I279608,C106961,Female,46,Toys,4,43.04,Debit Card,25/10/2022,Kanyon
I297552,C316156,Male,66,Clothing,5,30.08,Credit Card,25/08/2021,Viaport Outlet
I734565,C729854,Female,31,Cosmetics,3,108.76,Credit Card,04/04/2021,Viaport Outlet
I929119,C431390,Male,35,Cosmetics,4,106.62,Cash,27/06/2022,Torium
I664614,C179818,Female,44,Toys,4,95.44,Credit Card,17/04/2021,Zorlu Center
I233701,C730401,Male,61,Souvenir,5,31.95,Cash,14/12/2021,Viaport Outlet
I194114,C228094,Female,28,Clothing,4,67.19,Debit Card,27/08/2021,Metrocity
I789684,C626515,Male,38,Shoes,3,142.7,Debit Card,10/02/2021,Metropol AVM
I390350,C482284,Male,36,Cosmetics,5,148.66,Credit Card,06/05/2022,Istinye Park
I482779,C961406,Male,45,Souvenir,1,15.81,Cash,15/07/2021,Metrocity
I557583,C768951,Male,58,Clothing,5,96.52,Cash,18/11/2021,Cevahir AVM
I630320,C901930,Female,55,Food & Beverage,4,70.53,Credit Card,03/01/2023,Zorlu Center
I579464,C773966,Female,58,Toys,1,76.0,Debit Card,25/07/2021,Zorlu Center
I615161,C945517,Female,41,Clothing,3,34.65,Debit Card,27/02/2022,Istinye Park
I588168,C893535,Female,68,Food & Beverage,2,15.68,Debit Card,02/12/2021,Kanyon
I416156,C112731,Male,41,Food & Beverage,3,21.71,Cash,29/07/2021,Emaar Square Mall
I985446,C312055,Male,61,Clothing,1,33.01,Credit Card,12/07/2021,Kanyon
I195896,C993346,Female,51,Food & Beverage,1,20.0,Cash,14/11/2022,Zorlu Center
I855481,C529766,Male,21,Books,4,18.39,Credit Card,30/04/2022,Istinye Park
I949925,C389105,Female,38,Cosmetics,1,34.24,Cash,17/05/2021,Istinye Park
I223913,C376570,Male,49,Food & Beverage,5,61.92,Credit Card,07/11/2022,Torium
I601072,C385117,Male,61,Books,3,17.74,Cash,10/12/2022,Kanyon
I640621,C897401,Female,55,Food & Beverage,1,66.35,Cash,05/04/2021,Kanyon
I241954,C106798,Male,46,Cosmetics,5,144.05,Cash,10/09/2022,Zorlu Center
I988122,C503026,Male,18,Clothing,4,53.05,Cash,04/02/2022,Viaport Outlet
I909071,C757079,Female,27,Shoes,4,156.43,Cash,05/12/2021,Mall of Istanbul
I691951,C369349,Female,18,Cosmetics,1,131.47,Cash,23/10/2021,Emaar Square Mall
I213092,C483741,Male,35,Clothing,4,71.91,Cash,22/03/2022,Emaar Square Mall
I904911,C189449,Female,21,Toys,1,72.77,Cash,12/08/2021,Mall of Istanbul
I673078,C841979,Female,24,Clothing,5,28.73,Credit Card,03/09/2021,Emaar Square Mall
I657146,C876430,Female,32,Shoes,3,55.87,Cash,05/11/2021,Viaport Outlet
I874839,C451491,Female,60,Cosmetics,4,53.18,Debit Card,18/03/2022,Viaport Outlet
I517508,C742227,Female,30,Technology,3,120.28,Cash,30/01/2023,Istinye Park
I628293,C175432,Male,31,Food & Beverage,3,36.26,Credit Card,12/11/2022,Viaport Outlet
I349809,C718180,Male,20,Clothing,5,35.7,Credit Card,11/11/2021,Istinye Park
I782059,C417055,Male,47,Toys,1,57.05,Credit Card,04/12/2021,Metropol AVM
I725748,C460328,Female,29,Clothing,1,63.18,Credit Card,05/10/2021,Emaar Square Mall
I518054,C473975,Female,52,Cosmetics,1,145.89,Debit Card,01/01/2021,Metropol AVM
I134025,C729172,Male,24,Shoes,1,115.17,Cash,15/02/2023,Zorlu Center
I222632,C200213,Female,64,Cosmetics,4,88.62,Debit Card,11/08/2022,Cevahir AVM
I137864,C772905,Male,29,Clothing,3,91.75,Credit Card,23/06/2022,Emaar Square Mall
I657271,C480513,Male,67,Clothing,5,83.91,Credit Card,30/07/2021,Viaport Outlet
I515690,C695365,Female,32,Cosmetics,1,42.39,Debit Card,10/06/2021,Kanyon
I941048,C216553,Female,38,Food & Beverage,2,71.33,Debit Card,29/07/2021,Istinye Park
I158541,C508605,Female,28,Clothing,4,48.15,Credit Card,19/10/2021,Zorlu Center
I401092,C204366,Male,32,Shoes,4,98.46,Debit Card,21/06/2022,Torium
I543270,C905936,Female,68,Technology,4,118.96,Credit Card,15/06/2022,Viaport Outlet
I109744,C410447,Female,56,Toys,4,89.52,Credit Card,24/09/2022,Kanyon
I905750,C384916,Female,45,Souvenir,2,42.59,Credit Card,22/04/2021,Cevahir AVM
I528351,C683537,Male,65,Books,5,36.14,Cash,22/01/2021,Cevahir AVM
I347634,C299233,Male,22,Shoes,5,77.39,Debit Card,07/05/2022,Emaar Square Mall
I508888,C299213,Female,27,Souvenir,1,49.16,Debit Card,28/02/2022,Metrocity
I802932,C253148,Male,54,Clothing,5,90.79,Cash,17/09/2022,Torium
I691916,C494357,Male,51,Shoes,1,68.0,Cash,14/02/2023,Metropol AVM
I246504,C367352,Male,42,Toys,3,78.26,Credit Card,29/01/2023,Metropol AVM
I309773,C584127,Female,52,Clothing,3,67.79,Cash,31/01/2021,Kanyon
I551463,C486947,Male,53,Cosmetics,3,41.88,Cash,11/08/2022,Torium
I589325,C358799,Female,69,Souvenir,3,48.63,Credit Card,22/09/2022,Kanyon
I989964,C159013,Male,21,Technology,1,203.27,Cash,01/12/2022,Metrocity
I243706,C537040,Female,63,Clothing,2,105.26,Cash,02/10/2022,Torium
I664054,C811397,Female,26,Technology,4,289.97,Credit Card,22/09/2022,Kanyon
I113449,C501902,Female,40,Clothing,5,60.05,Debit Card,27/04/2022,Cevahir AVM
I181077,C216064,Male,37,Souvenir,4,38.82,Cash,08/10/2022,Zorlu Center
I301665,C730728,Female,22,Clothing,2,80.34,Cash,13/11/2022,Cevahir AVM
I758219,C108835,Female,31,Souvenir,5,29.74,Debit Card,06/12/2021,Zorlu Center
I762831,C323831,Female,35,Toys,4,37.6,Credit Card,03/06/2021,Mall of Istanbul
I782310,C176750,Male,30,Cosmetics,3,106.64,Credit Card,18/12/2021,Istinye Park
I655521,C405523,Female,63,Clothing,3,36.76,Credit Card,28/05/2021,Istinye Park
I474863,C668864,Male,44,Food & Beverage,3,40.75,Debit Card,16/11/2022,Torium
I477973,C600947,Male,37,Clothing,1,30.34,Cash,22/09/2022,Zorlu Center
I445167,C105966,Female,36,Technology,5,256.33,Debit Card,07/02/2021,Torium
I129272,C144647,Male,27,Food & Beverage,1,64.21,Cash,19/06/2021,Torium
I743628,C443667,Female,47,Technology,3,350.05,Cash,11/12/2021,Metropol AVM
I638889,C948275,Male,43,Clothing,3,54.47,Credit Card,17/01/2021,Metropol AVM
I443034,C148078,Female,26,Technology,5,169.67,Credit Card,10/10/2021,Kanyon
I424339,C561492,Male,47,Shoes,5,110.05,Cash,29/05/2022,Viaport Outlet
I927784,C589651,Female,53,Food & Beverage,3,33.68,Credit Card,02/02/2021,Metrocity
I640639,C685157,Female,25,Toys,2,97.43,Credit Card,01/06/2022,Kanyon
I455615,C578392,Female,59,Cosmetics,2,109.75,Cash,30/11/2021,Cevahir AVM
I507553,C818287,Female,43,Clothing,2,81.62,Cash,30/05/2022,Torium
I118196,C394144,Female,40,Cosmetics,5,33.66,Cash,18/08/2021,Istinye Park
I163983,C259415,Female,36,Technology,3,276.61,Credit Card,18/05/2022,Viaport Outlet
I370210,C655555,Female,44,Clothing,5,72.84,Credit Card,19/07/2021,Kanyon
I353685,C111336,Male,61,Shoes,3,154.96,Debit Card,15/11/2021,Cevahir AVM
I852353,C523860,Male,31,Toys,3,73.67,Cash,09/03/2021,Metrocity
I455676,C274288,Male,18,Clothing,2,114.69,Debit Card,09/05/2021,Viaport Outlet
I434569,C395077,Female,27,Books,3,41.23,Credit Card,23/08/2021,Torium
I760435,C434686,Male,63,Cosmetics,4,98.12,Credit Card,14/08/2022,Metrocity
I620726,C744779,Male,53,Clothing,2,112.98,Credit Card,25/12/2022,Istinye Park
I360516,C337287,Male,30,Toys,3,44.56,Cash,31/05/2021,Viaport Outlet
I365927,C941737,Female,62,Toys,1,93.87,Cash,02/08/2022,Cevahir AVM
I155019,C710683,Female,53,Souvenir,4,15.38,Credit Card,09/06/2022,Cevahir AVM
I845997,C514071,Male,46,Books,4,57.8,Debit Card,24/01/2021,Istinye Park
I110710,C942106,Female,30,Books,4,29.02,Debit Card,05/05/2022,Zorlu Center
I595578,C656871,Female,42,Toys,3,63.06,Credit Card,22/11/2022,Kanyon
I310446,C824720,Female,46,Clothing,3,59.87,Cash,06/11/2021,Torium
I702868,C967549,Female,21,Clothing,5,58.5,Credit Card,29/04/2022,Metropol AVM
I862146,C992625,Female,53,Food & Beverage,1,57.39,Credit Card,19/09/2022,Metrocity
I234775,C354356,Male,66,Clothing,5,25.42,Cash,15/08/2022,Zorlu Center
I554165,C256807,Female,67,Shoes,5,74.4,Cash,05/03/2023,Emaar Square Mall
I855374,C450781,Female,38,Toys,3,41.92,Debit Card,23/05/2021,Kanyon
I105411,C591152,Male,67,Cosmetics,2,80.5,Cash,16/06/2021,Viaport Outlet
I556462,C430682,Female,46,Books,3,16.1,Debit Card,13/04/2021,Metrocity
I647448,C238281,Female,57,Cosmetics,5,103.3,Cash,29/01/2022,Emaar Square Mall
I799487,C805270,Female,19,Toys,1,56.95,Credit Card,08/04/2021,Kanyon
I189064,C298671,Male,62,Clothing,4,121.75,Credit Card,31/10/2022,Metrocity
I376433,C196921,Female,34,Food & Beverage,2,32.05,Credit Card,24/06/2022,Kanyon
I515417,C623405,Male,35,Books,1,45.95,Debit Card,21/01/2023,Viaport Outlet
I338060,C417088,Female,24,Clothing,4,100.74,Credit Card,22/10/2021,Cevahir AVM
I617534,C391221,Male,36,Cosmetics,4,104.13,Credit Card,13/04/2021,Cevahir AVM
I423240,C614691,Male,18,Clothing,4,51.87,Debit Card,27/02/2021,Istinye Park
I821763,C993656,Male,60,Souvenir,2,45.72,Credit Card,24/02/2023,Zorlu Center
I826764,C131583,Male,37,Clothing,5,58.67,Cash,27/05/2022,Istinye Park
I564713,C472894,Male,41,Clothing,2,42.21,Credit Card,01/05/2021,Cevahir AVM
I488839,C878461,Male,67,Food & Beverage,2,17.06,Credit Card,01/10/2022,Metrocity
I284781,C689372,Female,48,Clothing,5,59.06,Credit Card,31/01/2023,Zorlu Center
I862351,C920563,Male,28,Books,2,39.31,Debit Card,14/11/2022,Istinye Park
I304825,C413313,Female,44,Cosmetics,3,47.52,Debit Card,12/01/2023,Istinye Park
I813469,C717923,Male,31,Food & Beverage,4,33.53,Cash,06/06/2021,Zorlu Center
I873074,C167811,Female,61,Books,4,51.24,Credit Card,14/06/2022,Istinye Park
I335549,C598056,Female,23,Shoes,5,135.87,Credit Card,27/04/2022,Emaar Square Mall
I521241,C799430,Male,21,Clothing,5,92.93,Credit Card,30/07/2021,Mall of Istanbul
I431110,C507455,Female,44,Clothing,4,59.23,Credit Card,01/03/2022,Mall of Istanbul
I667691,C357924,Male,62,Food & Beverage,5,74.28,Cash,12/03/2021,Metrocity
I490942,C705942,Male,51,Clothing,1,112.41,Cash,02/02/2023,Emaar Square Mall
I867084,C157695,Female,48,Toys,4,35.71,Credit Card,26/01/2023,Emaar Square Mall
I243214,C374859,Female,23,Books,5,20.54,Debit Card,16/09/2021,Viaport Outlet
I498161,C847347,Male,65,Clothing,1,42.28,Cash,19/02/2023,Istinye Park
I725921,C292565,Male,44,Technology,2,329.24,Credit Card,19/09/2021,Viaport Outlet
I199731,C469709,Female,24,Books,4,56.78,Debit Card,21/03/2021,Kanyon
I306265,C499280,Female,28,Clothing,4,69.74,Credit Card,09/08/2022,Kanyon
I913203,C815235,Female,65,Souvenir,5,36.48,Cash,13/06/2021,Emaar Square Mall
I201921,C209397,Male,48,Toys,2,79.32,Cash,27/07/2021,Torium
I346331,C825539,Female,51,Technology,2,310.91,Debit Card,25/08/2021,Zorlu Center
I527172,C859973,Female,64,Clothing,2,97.7,Credit Card,27/09/2022,Kanyon
I157538,C726009,Male,63,Food & Beverage,3,53.4,Cash,24/02/2021,Mall of Istanbul
I194690,C434020,Male,23,Books,2,29.86,Credit Card,19/10/2021,Zorlu Center
I419614,C352883,Female,65,Souvenir,2,25.7,Debit Card,23/03/2021,Zorlu Center
I137088,C276195,Female,53,Toys,2,26.77,Cash,21/08/2022,Cevahir AVM
I946610,C294195,Male,59,Toys,3,77.8,Cash,08/03/2021,Viaport Outlet
I119678,C707640,Female,33,Food & Beverage,2,24.16,Credit Card,09/03/2022,Kanyon
I528595,C966415,Male,28,Cosmetics,2,140.04,Cash,27/08/2022,Emaar Square Mall
I137419,C314522,Female,33,Shoes,1,66.49,Credit Card,26/03/2022,Viaport Outlet
I240885,C177598,Male,24,Clothing,3,106.83,Debit Card,05/11/2022,Cevahir AVM
I202554,C764744,Female,32,Clothing,3,58.72,Credit Card,10/01/2022,Istinye Park
I540357,C894186,Male,25,Cosmetics,4,146.75,Credit Card,27/11/2021,Emaar Square Mall
I538875,C590697,Male,41,Clothing,4,60.17,Cash,05/09/2021,Emaar Square Mall
I488051,C531792,Female,27,Shoes,5,127.19,Debit Card,05/02/2022,Metrocity
I836677,C433751,Male,43,Food & Beverage,5,72.94,Cash,14/11/2022,Zorlu Center
I679596,C825139,Female,50,Souvenir,3,18.43,Cash,06/08/2021,Metropol AVM
I946172,C827162,Female,52,Clothing,2,46.85,Credit Card,17/02/2021,Metrocity
I528436,C232464,Female,58,Souvenir,3,23.84,Cash,17/11/2021,Emaar Square Mall
I599936,C236088,Female,69,Shoes,1,152.0,Debit Card,25/12/2022,Viaport Outlet
I745983,C753690,Female,26,Clothing,3,122.06,Cash,17/04/2021,Mall of Istanbul
I251855,C564219,Female,46,Clothing,5,111.17,Credit Card,20/07/2022,Mall of Istanbul
I406221,C855424,Male,23,Books,5,33.37,Debit Card,27/09/2021,Istinye Park
I509819,C643868,Male,26,Cosmetics,2,30.83,Cash,05/08/2022,Emaar Square Mall
I601837,C957886,Female,19,Souvenir,5,14.54,Credit Card,02/03/2021,Istinye Park
I328152,C854824,Male,33,Technology,1,79.02,Debit Card,23/03/2022,Metrocity
I749193,C425499,Male,22,Books,4,19.19,Credit Card,23/02/2022,Cevahir AVM
I341459,C117140,Male,63,Food & Beverage,5,50.74,Cash,14/07/2021,Metrocity
I212612,C335792,Female,38,Cosmetics,4,73.17,Credit Card,28/05/2021,Metropol AVM
I876161,C267435,Female,50,Clothing,1,70.03,Debit Card,22/10/2022,Kanyon
I616624,C247170,Female,54,Food & Beverage,1,70.51,Credit Card,13/05/2022,Istinye Park
I326400,C889918,Male,42,Clothing,3,76.02,Credit Card,04/12/2022,Metrocity
I354432,C315826,Female,31,Books,5,49.29,Credit Card,08/04/2022,Cevahir AVM
I971525,C215246,Male,30,Clothing,1,119.73,Credit Card,22/10/2021,Metropol AVM
I481606,C194923,Male,27,Food & Beverage,4,20.24,Cash,11/10/2022,Torium
I449254,C803643,Female,46,Technology,1,250.98,Cash,07/02/2023,Cevahir AVM
I970334,C448331,Female,59,Clothing,1,53.72,Credit Card,04/08/2021,Viaport Outlet
I135544,C966938,Female,27,Cosmetics,1,113.33,Cash,20/07/2021,Cevahir AVM
I516495,C477730,Female,62,Cosmetics,3,60.23,Credit Card,13/07/2022,Emaar Square Mall
I314173,C998382,Male,63,Toys,3,46.44,Debit Card,30/01/2023,Emaar Square Mall
I612552,C674533,Male,59,Technology,4,340.76,Cash,02/03/2022,Emaar Square Mall
I747072,C402682,Male,38,Clothing,4,80.38,Debit Card,21/10/2021,Metropol AVM
I878174,C897818,Male,39,Souvenir,3,23.91,Cash,10/12/2021,Zorlu Center
I107078,C416231,Male,22,Souvenir,4,48.22,Cash,26/02/2023,Istinye Park
I388539,C609128,Female,51,Toys,3,82.95,Credit Card,30/10/2021,Istinye Park
I466993,C278020,Female,68,Clothing,1,42.52,Debit Card,29/10/2022,Metropol AVM
I967913,C925238,Male,33,Shoes,3,111.16,Credit Card,16/02/2022,Mall of Istanbul
I998746,C210001,Male,51,Books,1,15.01,Cash,23/01/2021,Torium
I414099,C474609,Female,30,Technology,4,330.13,Credit Card,27/05/2021,Metrocity
I541215,C259119,Female,64,Food & Beverage,5,70.99,Credit Card,06/04/2021,Metropol AVM
I274145,C688071,Male,36,Souvenir,1,42.32,Credit Card,18/07/2021,Metrocity
I588682,C270107,Female,58,Toys,2,58.57,Cash,20/12/2022,Cevahir AVM
I127562,C480278,Male,45,Clothing,4,72.23,Debit Card,22/05/2022,Viaport Outlet
I968045,C476902,Female,57,Shoes,2,174.83,Cash,05/11/2021,Cevahir AVM
I245676,C169247,Female,39,Shoes,4,73.52,Cash,23/10/2021,Metrocity
I108607,C612487,Female,32,Food & Beverage,4,42.49,Cash,06/11/2021,Kanyon
I856824,C471396,Female,53,Toys,3,59.57,Cash,20/07/2022,Mall of Istanbul
I659625,C439327,Female,55,Shoes,4,59.76,Cash,26/11/2022,Metrocity
I865838,C783502,Female,40,Toys,5,53.86,Credit Card,01/12/2021,Cevahir AVM
I422034,C892204,Male,35,Shoes,4,82.61,Credit Card,05/12/2022,Zorlu Center
I304158,C931903,Female,56,Shoes,1,141.72,Credit Card,10/07/2021,Viaport Outlet
I812156,C365577,Male,27,Books,4,26.3,Debit Card,12/07/2022,Viaport Outlet
I742750,C738546,Male,19,Technology,2,255.82,Cash,12/08/2022,Istinye Park
I135381,C411616,Female,22,Shoes,3,63.75,Cash,10/01/2022,Cevahir AVM
I745095,C375576,Female,18,Shoes,3,97.59,Cash,08/04/2022,Emaar Square Mall
I249142,C719975,Female,60,Shoes,5,53.76,Credit Card,25/10/2022,Mall of Istanbul
I444902,C916196,Male,63,Toys,4,96.83,Credit Card,13/09/2022,Emaar Square Mall
I630737,C442841,Female,37,Cosmetics,2,102.14,Cash,12/11/2022,Metropol AVM
I623322,C397355,Female,20,Shoes,4,87.44,Credit Card,25/11/2022,Viaport Outlet
I748099,C486280,Female,50,Food & Beverage,1,70.81,Credit Card,14/09/2021,Istinye Park
I806821,C112839,Male,36,Clothing,2,33.89,Credit Card,21/02/2022,Zorlu Center
I580108,C928753,Male,42,Clothing,3,71.53,Debit Card,20/05/2022,Emaar Square Mall
I224959,C491986,Female,41,Books,1,34.81,Debit Card,12/04/2022,Torium
I573908,C563405,Male,60,Technology,3,160.59,Credit Card,12/07/2021,Metrocity
I546532,C433160,Female,18,Souvenir,2,40.15,Cash,02/09/2021,Metropol AVM
I289185,C532698,Male,28,Cosmetics,4,128.65,Cash,17/05/2021,Torium
I649674,C368412,Male,32,Clothing,5,105.45,Credit Card,20/09/2022,Zorlu Center
I436342,C909286,Female,69,Clothing,4,36.35,Credit Card,26/02/2022,Emaar Square Mall
I185543,C624902,Female,30,Technology,3,198.02,Credit Card,08/06/2022,Torium
I900707,C272717,Female,27,Cosmetics,1,38.21,Credit Card,13/10/2021,Mall of Istanbul
I957091,C982513,Female,21,Books,4,32.96,Debit Card,26/04/2022,Torium
I450794,C401409,Male,25,Shoes,4,93.94,Cash,12/01/2023,Kanyon
I488269,C686006,Male,48,Cosmetics,3,118.37,Cash,09/03/2022,Metrocity
I945971,C791610,Male,54,Food & Beverage,3,48.07,Cash,02/12/2022,Kanyon
I681753,C184226,Female,68,Souvenir,5,47.54,Cash,20/09/2021,Emaar Square Mall
I752795,C121384,Female,60,Cosmetics,2,117.07,Credit Card,13/01/2021,Zorlu Center
I658946,C322834,Female,48,Technology,2,317.87,Credit Card,16/09/2021,Viaport Outlet
I831642,C632195,Female,45,Food & Beverage,4,72.84,Credit Card,31/12/2022,Mall of Istanbul
I452108,C970497,Female,21,Shoes,3,105.05,Credit Card,16/10/2022,Emaar Square Mall
I175661,C333433,Female,57,Food & Beverage,3,45.23,Cash,09/08/2022,Metropol AVM
I956752,C826123,Male,68,Cosmetics,1,141.45,Credit Card,27/01/2022,Istinye Park
I474529,C383553,Female,19,Food & Beverage,5,49.42,Credit Card,27/08/2021,Kanyon
I280728,C466503,Male,63,Clothing,4,76.68,Debit Card,17/01/2022,Kanyon
I668073,C728541,Female,65,Clothing,4,107.4,Credit Card,30/07/2021,Cevahir AVM
I273914,C166208,Male,60,Clothing,2,82.36,Credit Card,05/07/2022,Zorlu Center
I328981,C582755,Female,23,Books,1,39.39,Credit Card,19/03/2022,Mall of Istanbul
I127118,C838205,Male,52,Souvenir,2,33.64,Cash,18/02/2023,Mall of Istanbul
I703026,C972975,Male,36,Cosmetics,2,149.94,Cash,02/12/2021,Zorlu Center
I586836,C937110,Female,50,Cosmetics,4,78.17,Credit Card,31/10/2021,Istinye Park
I485456,C164325,Female,25,Books,1,23.21,Credit Card,24/11/2022,Emaar Square Mall
I352167,C756892,Male,25,Clothing,5,122.26,Debit Card,07/11/2021,Mall of Istanbul
I192856,C898234,Female,46,Cosmetics,1,126.09,Cash,30/09/2022,Kanyon
I926468,C166699,Female,20,Clothing,2,88.61,Debit Card,16/12/2022,Metrocity
I477432,C760189,Male,43,Books,3,12.86,Cash,02/01/2023,Viaport Outlet
I152631,C367487,Female,59,Clothing,4,106.48,Credit Card,30/07/2021,Emaar Square Mall
I816334,C524616,Female,37,Cosmetics,3,36.2,Cash,05/05/2021,Kanyon
I503431,C363294,Male,68,Food & Beverage,2,58.03,Credit Card,30/03/2022,Zorlu Center
I652017,C962318,Male,64,Clothing,5,27.96,Credit Card,03/06/2022,Viaport Outlet
I774196,C193083,Male,37,Technology,4,233.35,Cash,17/12/2021,Zorlu Center
I936731,C168457,Female,53,Technology,4,176.58,Credit Card,11/11/2021,Emaar Square Mall
I366503,C779509,Female,56,Toys,4,97.88,Debit Card,02/04/2022,Viaport Outlet
I911666,C383378,Female,29,Clothing,1,55.05,Cash,03/03/2023,Torium
I623504,C266126,Male,61,Cosmetics,3,93.07,Credit Card,07/10/2021,Emaar Square Mall
I549309,C581358,Female,38,Clothing,3,39.69,Cash,03/12/2022,Cevahir AVM
I396026,C812255,Female,24,Toys,3,28.07,Debit Card,08/04/2021,Viaport Outlet
I584323,C163438,Female,56,Clothing,5,44.76,Cash,31/01/2022,Metropol AVM
I326457,C877543,Female,68,Clothing,4,38.14,Credit Card,08/03/2022,Zorlu Center
I750131,C807661,Female,50,Clothing,1,105.85,Cash,25/11/2022,Istinye Park
I434195,C392416,Female,55,Cosmetics,5,125.78,Debit Card,17/07/2022,Cevahir AVM
I288776,C505264,Male,27,Cosmetics,4,116.92,Credit Card,05/10/2022,Istinye Park
I385434,C949060,Female,53,Technology,5,207.14,Debit Card,22/10/2022,Cevahir AVM
I278509,C184812,Male,52,Books,5,50.67,Credit Card,14/02/2021,Zorlu Center
I588928,C679766,Male,23,Cosmetics,1,109.3,Credit Card,05/05/2022,Viaport Outlet
I824680,C127379,Male,31,Cosmetics,1,38.76,Cash,02/12/2021,Metrocity
I520054,C175407,Male,45,Toys,4,46.27,Cash,15/02/2023,Metropol AVM
I994636,C603598,Female,47,Cosmetics,3,81.03,Cash,27/06/2022,Kanyon
I449725,C202376,Female,53,Food & Beverage,1,23.44,Cash,31/01/2023,Mall of Istanbul
I325204,C993141,Male,37,Clothing,1,25.96,Credit Card,19/02/2023,Metropol AVM
I702289,C354772,Female,54,Books,4,17.05,Cash,17/08/2022,Metropol AVM
I826461,C426117,Male,27,Toys,5,56.24,Credit Card,17/08/2022,Cevahir AVM
I910153,C933339,Female,45,Clothing,1,106.13,Credit Card,26/10/2021,Mall of Istanbul
I912187,C396369,Male,69,Shoes,3,67.47,Cash,10/12/2022,Mall of Istanbul
I857305,C842114,Male,54,Toys,2,47.17,Cash,29/01/2023,Emaar Square Mall
I150206,C956530,Male,65,Souvenir,5,26.4,Debit Card,19/11/2022,Istinye Park
I614905,C984493,Male,18,Clothing,3,34.38,Cash,08/11/2021,Istinye Park
I285955,C742776,Female,40,Toys,3,52.18,Credit Card,01/08/2021,Metrocity
I342303,C886675,Female,20,Souvenir,5,18.08,Credit Card,04/06/2021,Mall of Istanbul
I718298,C251821,Male,23,Shoes,4,55.3,Debit Card,15/01/2023,Metrocity
I139278,C104206,Male,56,Books,4,45.92,Cash,07/12/2022,Istinye Park
I913283,C872917,Male,46,Souvenir,1,35.75,Debit Card,22/05/2021,Cevahir AVM
I726803,C704268,Male,21,Technology,5,317.95,Debit Card,06/05/2022,Metropol AVM
I931946,C494917,Female,35,Shoes,4,64.94,Credit Card,12/10/2022,Metrocity
I218283,C945046,Female,22,Food & Beverage,4,64.66,Credit Card,15/09/2022,Istinye Park
I695244,C837657,Female,61,Shoes,5,55.06,Debit Card,10/06/2022,Mall of Istanbul
I255969,C150930,Female,63,Shoes,1,165.82,Credit Card,18/11/2021,Cevahir AVM
I283143,C589232,Male,45,Clothing,1,82.15,Credit Card,07/12/2022,Emaar Square Mall
I637795,C198356,Female,57,Shoes,5,64.85,Cash,06/08/2022,Metrocity
I302143,C895989,Female,57,Cosmetics,3,136.17,Cash,30/04/2021,Torium
I561224,C747257,Female,59,Shoes,3,131.45,Debit Card,24/11/2022,Viaport Outlet
I439809,C955491,Male,39,Clothing,2,113.79,Credit Card,24/10/2022,Metrocity
I153430,C407495,Female,24,Clothing,5,50.54,Credit Card,23/12/2022,Istinye Park
I660964,C646218,Male,23,Food & Beverage,5,42.71,Credit Card,10/04/2022,Torium
I268452,C693010,Female,54,Clothing,2,110.1,Cash,15/03/2021,Metropol AVM
I774806,C144026,Female,28,Souvenir,1,36.95,Cash,31/03/2022,Metrocity
I244702,C633351,Female,41,Food & Beverage,4,56.87,Credit Card,17/09/2022,Cevahir AVM
I932771,C291278,Male,48,Technology,3,190.15,Credit Card,07/06/2021,Viaport Outlet
I401426,C713812,Female,46,Food & Beverage,4,73.08,Credit Card,23/09/2021,Emaar Square Mall
I245704,C862760,Female,68,Cosmetics,4,68.39,Cash,14/12/2021,Cevahir AVM
I275755,C901562,Male,62,Clothing,5,113.21,Debit Card,28/11/2022,Cevahir AVM
I483970,C316216,Male,52,Books,3,42.47,Cash,17/05/2021,Mall of Istanbul
